,house_name,house_located,house_room,house_area,house_price
21,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,12.3 ㎡,￥ 1890                                                        (每月)
22,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,12.6 ㎡,￥ 1890                                                        (每月)
23,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,12.3 ㎡,￥ 1890                                                        (每月)
24,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,12.8 ㎡,￥ 1890                                                        (每月)
25,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,12.7 ㎡,￥ 1860                                                        (每月)
26,颐安都会中央二期3居室-南卧,[龙岗区大运] 3号线(龙岗线)大运,3室1厅,10.7 ㎡,￥ 1990                                                        (每月)
27,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,13.1 ㎡,￥ 2190                                                        (每月)
28,风和日丽3居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,3室1厅,14.2 ㎡,￥ 1630                                                        (每月)
29,桃源村一期4居室-南卧,[南山区桃源村] 7号线桃源村,4室1厅,5.91 ㎡,￥ 1460                                                        (每月)
30,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,11 ㎡,￥ 1890                                                        (每月)
31,莱蒙水榭春天一期4居室-南卧,[龙华区深圳北站] 4号线(龙华线)红山,4室1厅,12.5 ㎡,￥ 1990                                                        (每月)
32,塘朗城广场东区5居室-北卧,[南山区大学城] 5号线(环中线)塘朗,5室1厅,7.3 ㎡,￥ 1660                                                        (每月)
33,世外桃源九区4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,16.3 ㎡,￥ 1790                                                        (每月)
34,领航城领丽花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,13.6 ㎡,￥ 2030                                                        (每月)
35,春华四季园二期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,14.1 ㎡,￥ 1890                                                        (每月)
36,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,12 ㎡,￥ 2190                                                        (每月)
37,皓月花园4居室-南卧,[龙华区民治] 5号线(环中线)民治,4室1厅,11.5 ㎡,￥ 1860                                                        (每月)
38,安源居4居室-南卧,[宝安区西乡] 1号线(罗宝线)坪洲,4室1厅,10.6 ㎡,￥ 1690                                                        (每月)
39,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,9.54 ㎡,￥ 1790                                                        (每月)
40,和通花园3居室-南卧,[龙岗区布吉] 3号线(龙岗线)大芬,3室1厅,13 ㎡,￥ 1690                                                        (每月)
41,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,8.8 ㎡,￥ 1690                                                        (每月)
42,佳兆业城市广场三期5居室-北卧,[龙岗区坂田],5室1厅,25.4 ㎡,￥ 1930                                                        (每月)
43,领翔华府4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,9.2 ㎡,￥ 1790                                                        (每月)
44,塘朗城广场东区4居室-南卧,[南山区大学城] 5号线(环中线)塘朗,4室1厅,13 ㎡,￥ 2190                                                        (每月)
45,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,13.1 ㎡,￥ 2160                                                        (每月)
46,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,13.8 ㎡,￥ 2190                                                        (每月)
47,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,13.9 ㎡,￥ 2190                                                        (每月)
48,桦润馨居4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,10.5 ㎡,￥ 1590                                                        (每月)
49,中海日辉台4居室-南卧,[龙岗区深圳北站] 5号线(环中线)坂田,4室1厅,15 ㎡,￥ 1760                                                        (每月)
50,春华四季园二期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,13.6 ㎡,￥ 1860                                                        (每月)
51,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,11.1 ㎡,￥ 2190                                                        (每月)
52,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,11 ㎡,￥ 2130                                                        (每月)
53,世纪春城二期4居室-南卧,[龙华区民治] 4号线(龙华线)红山,4室1厅,13.8 ㎡,￥ 2190                                                        (每月)
54,大信花园4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,10.2 ㎡,￥ 1830                                                        (每月)
55,星河传奇一期4居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,4室1厅,13.2 ㎡,￥ 2290                                                        (每月)
56,星河传奇一期5居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,5室1厅,11 ㎡,￥ 1790                                                        (每月)
57,佳兆业城市广场三期5居室-南卧,[龙岗区坂田],5室1厅,16.98 ㎡,￥ 2290                                                        (每月)
58,信义嘉御山5居室-南卧,[龙岗区坂田] 5号线(环中线)五和,5室1厅,17.63 ㎡,￥ 2460                                                        (每月)
59,桦润馨居4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,12.6 ㎡,￥ 2030                                                        (每月)
60,益田村4居室-东卧,[福田区石厦] 3号线(龙岗线)益田,4室1厅,8.5 ㎡,￥ 2360                                                        (每月)
61,星河传奇一期4居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,4室1厅,11.8 ㎡,￥ 2090                                                        (每月)
62,龙辉花园4居室-南卧,[南山区西丽] 7号线珠光,4室1厅,13.4 ㎡,￥ 2090                                                        (每月)
63,丰润花园4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,10 ㎡,￥ 1530                                                        (每月)
64,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,10.6 ㎡,￥ 2190                                                        (每月)
65,公路局大院4居室-南卧,[罗湖区翠竹] 3号线(龙岗线)田贝,4室1厅,16.2 ㎡,￥ 2260                                                        (每月)
66,潜龙曼海宁花园南区4居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,4室1厅,9 ㎡,￥ 1990                                                        (每月)
67,金玲花园4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,12.7 ㎡,￥ 1890                                                        (每月)
68,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,11 ㎡,￥ 2190                                                        (每月)
69,泰华豪园5居室-西南卧,[宝安区西乡] 1号线(罗宝线)坪洲,5室1厅,18.7 ㎡,￥ 1790                                                        (每月)
70,春华四季园一期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,10.8 ㎡,￥ 1760                                                        (每月)
71,春华四季园一期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,10.8 ㎡,￥ 1790                                                        (每月)
72,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,10.2 ㎡,￥ 2060                                                        (每月)
73,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,9.43 ㎡,￥ 2130                                                        (每月)
74,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,9.4 ㎡,￥ 2190                                                        (每月)
75,梅林二村4居室-南卧,[福田区梅林] 9号线下梅林,4室1厅,9.1 ㎡,￥ 2230                                                        (每月)
76,中海怡翠山庄四期5居室-南卧,[龙岗区] 5号线(环中线)上水径,5室1厅,15 ㎡,￥ 1630                                                        (每月)
77,皇庭世纪4居室-西卧,[福田区石厦] 7号线皇岗村,4室1厅,10 ㎡,￥ 2990                                                        (每月)
78,万科四季花城五期4居室-南卧,[龙华区坂田] 5号线(环中线)五和,4室1厅,15.3 ㎡,￥ 1990                                                        (每月)
79,星河传奇一期5居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,5室1厅,12.1 ㎡,￥ 1960                                                        (每月)
80,富豪花园4居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,13.7 ㎡,￥ 1590                                                        (每月)
81,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,10.49 ㎡,￥ 2190                                                        (每月)
82,滢水山庄4居室-南卧,[龙华区坂田] 4号线(龙华线)白石龙,4室1厅,13.3 ㎡,￥ 2030                                                        (每月)
83,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,10.32 ㎡,￥ 2190                                                        (每月)
84,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,6 ㎡,￥ 1490                                                        (每月)
85,溪山4居室-南卧,[龙华区坂田] 4号线(龙华线)民乐,4室1厅,8.3 ㎡,￥ 1830                                                        (每月)
86,春华四季园二期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,13.1 ㎡,￥ 2160                                                        (每月)
87,翠苑住宅小区4居室-南卧,[罗湖区百仕达] 5号线(环中线)太安,4室1厅,11.9 ㎡,￥ 1990                                                        (每月)
88,金祥都市花园4居室-南卧,[罗湖区清水河] 3号线(龙岗线)草埔,4室1厅,11.8 ㎡,￥ 1660                                                        (每月)
89,世外桃源九区4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,16.1 ㎡,￥ 2130                                                        (每月)
90,中海日辉台4居室-南卧,[龙岗区深圳北站] 5号线(环中线)坂田,4室1厅,13.9 ㎡,￥ 1890                                                        (每月)
91,金祥都市花园4居室-南卧,[罗湖区清水河] 3号线(龙岗线)草埔,4室1厅,13.9 ㎡,￥ 1830                                                        (每月)
92,华昱苑3居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,3室1厅,14 ㎡,￥ 1960                                                        (每月)
93,港铁天颂5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,5室1厅,20 ㎡,￥ 2290                                                        (每月)
94,春华四季园一期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,16.5 ㎡,￥ 2490                                                        (每月)
95,深业新岸线三期5居室-南卧,[宝安区宝安中心] 1号线(罗宝线)宝体,5室1厅,17 ㎡,￥ 2430                                                        (每月)
96,泰华豪园4居室-西卧,[宝安区西乡] 1号线(罗宝线)坪洲,4室1厅,19.6 ㎡,￥ 1990                                                        (每月)
97,东乐花园4居室-南卧,[罗湖区百仕达] 5号线(环中线)太安,4室1厅,10 ㎡,￥ 1890                                                        (每月)
98,园岭新村4居室-南卧,[福田区园岭] 3号线(龙岗线)红岭,4室1厅,15 ㎡,￥ 2260                                                        (每月)
99,阳光新居4居室-北卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,14.3 ㎡,￥ 1890                                                        (每月)
100,石鸿融景园5居室-南卧,[宝安区翻身] 5号线(环中线)翻身,5室1厅,16.8 ㎡,￥ 2390                                                        (每月)
101,万科四季花城一期4居室-南卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,14.6 ㎡,￥ 2290                                                        (每月)
102,留仙苑1期4居室-南卧,[南山区西丽] 7号线西丽,4室1厅,16 ㎡,￥ 2290                                                        (每月)
103,金地海景花园4居室-南卧,[福田区福荣] 7号线沙尾,4室1厅,15.8 ㎡,￥ 2690                                                        (每月)
104,美丽家园3居室-南卧,[龙华区龙华中心] 4号线(龙华线)清湖,3室1厅,10.9 ㎡,￥ 1890                                                        (每月)
105,信义嘉御山5居室-南卧,[龙岗区坂田] 5号线(环中线)五和,5室1厅,9.59 ㎡,￥ 1990                                                        (每月)
106,众冠西郡园5居室-南卧,[南山区西丽] 5号线(环中线)西丽,5室1厅,13.74 ㎡,￥ 2030                                                        (每月)
107,鼎太风华四期4居室-南卧,[南山区前海] 11号线南山,4室1厅,16.35 ㎡,￥ 2630                                                        (每月)
108,新秀村南区4居室-南卧,[罗湖区新秀] 2号线(蛇口线)新秀,4室1厅,11.2 ㎡,￥ 1890                                                        (每月)
109,松泉山庄4居室-南卧,[罗湖区布心] 3号线(龙岗线)水贝,4室1厅,11.3 ㎡,￥ 2230                                                        (每月)
110,玉湖湾5居室-南卧,[宝安区碧海] 11号线碧海湾,5室1厅,12.1 ㎡,￥ 2130                                                        (每月)
111,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,15.2 ㎡,￥ 1890                                                        (每月)
112,春华四季园二期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,12.4 ㎡,￥ 2290                                                        (每月)
113,星河传奇一期5居室-南卧,[龙华区龙华中心] 4号线(龙华线)上塘,5室1厅,12.3 ㎡,￥ 2290                                                        (每月)
114,莱蒙水榭春天一期4居室-南卧,[龙华区深圳北站] 4号线(龙华线)红山,4室1厅,13.1 ㎡,￥ 1790                                                        (每月)
115,花园城三期4居室-南卧,[南山区蛇口] 2号线(蛇口线)水湾,4室1厅,15.1 ㎡,￥ 2860                                                        (每月)
116,梅兴苑4居室-南卧,[福田区梅林] 9号线梅村,4室1厅,16.7 ㎡,￥ 2360                                                        (每月)
117,贝丽花园4居室-南卧,[罗湖区翠竹] 3号线(龙岗线)水贝,4室1厅,13.5 ㎡,￥ 2190                                                        (每月)
118,华润城润府一期5居室-南卧,[南山区科技园北] 1号线(罗宝线)高新园,5室1厅,16 ㎡,￥ 2860                                                        (每月)
119,世纪春城一期4居室-东南卧,[龙华区民治] 5号线(环中线)民治,4室1厅,15 ㎡,￥ 2130                                                        (每月)
120,滢水山庄3居室-南卧,[龙华区坂田] 4号线(龙华线)白石龙,3室1厅,10 ㎡,￥ 1760                                                        (每月)
121,春华四季园一期4居室-南卧,[龙华区坂田] 5号线(环中线)五和,4室1厅,23 ㎡,￥ 1990                                                        (每月)
122,深业新岸线一期4居室-西南卧,[宝安区宝安中心] 11号线宝安,4室1厅,17 ㎡,￥ 2460                                                        (每月)
123,竹园小区4居室-南卧,[福田区车公庙] 7号线农林,4室1厅,9.8 ㎡,￥ 2030                                                        (每月)
124,竹园小区4居室-南卧,[福田区车公庙] 7号线农林,4室1厅,9.3 ㎡,￥ 2090                                                        (每月)
125,万科四季花城六期4居室-南卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,15.2 ㎡,￥ 2390                                                        (每月)
126,华润城润府一期4居室-南卧,[南山区科技园北] 1号线(罗宝线)高新园,4室1厅,14 ㎡,￥ 2860                                                        (每月)
127,领翔华府4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,13.1 ㎡,￥ 1730                                                        (每月)
128,春华四季园一期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,20.5 ㎡,￥ 2030                                                        (每月)
129,桃源村一期4居室-北卧,[南山区桃源村] 7号线桃源村,4室1厅,6.61 ㎡,￥ 1590                                                        (每月)
130,万科四季花城六期4居室-南卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,14.3 ㎡,￥ 2230                                                        (每月)
131,华联城市全景4居室-南卧,[宝安区新安] 5号线(环中线)洪浪北,4室1厅,10.4 ㎡,￥ 2460                                                        (每月)
132,皇庭世纪4居室-西卧,[福田区石厦] 7号线皇岗村,4室1厅,12 ㎡,￥ 3490                                                        (每月)
133,港铁天颂4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,4室1厅,约18 ㎡,￥ 2190                                                        (每月)
134,深业新岸线二期5居室-南卧,[宝安区宝安中心] 1号线(罗宝线)宝体,5室1厅,11 ㎡,￥ 2260                                                        (每月)
135,长福花园4居室-南卧,[福田区福田中心] 3号线(龙岗线)莲花村,4室1厅,30.9 ㎡,￥ 3990                                                        (每月)
136,大信花园4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙华,4室1厅,12.3 ㎡,￥ 1690                                                        (每月)
137,众冠西郡园5居室-南卧,[南山区西丽] 5号线(环中线)西丽,5室1厅,13.6 ㎡,￥ 2290                                                        (每月)
138,佳兆业城市广场三期4居室-东卧,[龙岗区坂田],4室1厅,12.5 ㎡,￥ 1890                                                        (每月)
139,佳兆业城市广场三期5居室-北卧,[龙岗区坂田],5室1厅,17.81 ㎡,￥ 1890                                                        (每月)
140,阳光棕榈园一期4居室-南卧,[南山区前海] 1号线(罗宝线)大新,4室1厅,13.7 ㎡,￥ 2690                                                        (每月)
141,佳兆业城市广场三期4居室-东卧,[龙岗区坂田],4室1厅,12.37 ㎡,￥ 1760                                                        (每月)
142,佳兆业城市广场三期4居室-东卧,[龙岗区坂田],4室1厅,12.1 ㎡,￥ 1790                                                        (每月)
143,瑞铧苑4居室-南卧,[南山区海岸城] 2号线(蛇口线)登良,4室1厅,12.4 ㎡,￥ 2660                                                        (每月)
144,中康生活区4居室-南卧,[福田区梅林] 9号线梅村,4室1厅,12.3 ㎡,￥ 2390                                                        (每月)
145,龙联花园4居室-南卧,[南山区西丽] 7号线珠光,4室1厅,13.4 ㎡,￥ 2190                                                        (每月)
146,益田村4居室-北卧,[福田区石厦] 3号线(龙岗线)益田,4室1厅,11 ㎡,￥ 2190                                                        (每月)
147,华联城市全景4居室-南卧,[宝安区新安] 5号线(环中线)洪浪北,4室1厅,10.6 ㎡,￥ 2560                                                        (每月)
148,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,10 ㎡,￥ 1790                                                        (每月)
149,知春里4居室-东卧,[龙岗区布吉] 3号线(龙岗线)大芬,4室1厅,12.8 ㎡,￥ 1760                                                        (每月)
150,世纪春城二期4居室-南卧,[龙华区民治] 4号线(龙华线)红山,4室1厅,12.6 ㎡,￥ 1760                                                        (每月)
151,中海日辉台4居室-南卧,[龙岗区深圳北站] 5号线(环中线)坂田,4室1厅,12.42 ㎡,￥ 2090                                                        (每月)
152,滢水山庄二区4居室-南卧,[龙华区坂田] 4号线(龙华线)民乐,4室1厅,12.8 ㎡,￥ 1660                                                        (每月)
153,万科第五园二期3居室-北卧,[龙岗区坂田] 5号线(环中线)坂田,3室1厅,14.6 ㎡,￥ 1730                                                        (每月)
154,英郡年华5居室-西南卧,[龙岗区丹竹头] 3号线(龙岗线)丹竹头,5室1厅,15.6 ㎡,￥ 1860                                                        (每月)
155,麒麟花园4居室-南卧,[南山区科技园南] 1号线(罗宝线)桃园,4室1厅,12.1 ㎡,￥ 2690                                                        (每月)
156,港铁天颂4居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,4室1厅,约16 ㎡,￥ 2760                                                        (每月)
157,东乐花园4居室-南卧,[罗湖区百仕达] 5号线(环中线)太安,4室1厅,8.5 ㎡,￥ 2130                                                        (每月)
158,泰华豪园4居室-东卧,[宝安区西乡] 1号线(罗宝线)坪洲,4室1厅,16 ㎡,￥ 1990                                                        (每月)
159,泰华豪园4居室-北卧,[宝安区西乡] 1号线(罗宝线)坪洲,4室1厅,16 ㎡,￥ 1930                                                        (每月)
160,益田村4居室-北卧,[福田区石厦] 3号线(龙岗线)益田,4室1厅,6 ㎡,￥ 1790                                                        (每月)
161,深业新岸线三期5居室-南卧,[宝安区宝安中心] 1号线(罗宝线)宝体,5室1厅,10 ㎡,￥ 2090                                                        (每月)
162,银信中心二期5居室-西南卧,[龙岗区横岗] 3号线(龙岗线)横岗,5室1厅,12.5 ㎡,￥ 1590                                                        (每月)
163,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,11.7 ㎡,￥ 1890                                                        (每月)
164,东安花园4居室-南卧,[罗湖区百仕达] 5号线(环中线)太安,4室1厅,8.6 ㎡,￥ 1860                                                        (每月)
165,龙屋小区4居室-南卧,[罗湖区翠竹] 3号线(龙岗线)翠竹,4室1厅,11.9 ㎡,￥ 2190                                                        (每月)
166,万科翰邻城5居室-南卧,[龙岗区天安数码城龙岗],5室1厅,12.2 ㎡,￥ 1390                                                        (每月)
167,佳兆业城市广场三期4居室-北卧,[龙岗区坂田],4室1厅,11.8 ㎡,￥ 1790                                                        (每月)
168,万科第五园九期5居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,5室1厅,11.8 ㎡,￥ 1790                                                        (每月)
169,世纪春城一期4居室-南卧,[龙华区民治] 5号线(环中线)民治,4室1厅,11.4 ㎡,￥ 1690                                                        (每月)
170,世纪春城一期4居室-南卧,[龙华区民治] 5号线(环中线)民治,4室1厅,11.3 ㎡,￥ 1630                                                        (每月)
171,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,10.5 ㎡,￥ 1530                                                        (每月)
172,先科花园3居室-南卧,[福田区梅林] 4号线(龙华线)莲花北,3室1厅,15 ㎡,￥ 2530                                                        (每月)
173,达海花园4居室-东卧,[宝安区宝安中心] 1号线(罗宝线)宝体,4室1厅,19 ㎡,￥ 2290                                                        (每月)
174,富豪花园4居室-南卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,19.6 ㎡,￥ 1830                                                        (每月)
175,泰华豪园5居室-西南卧,[宝安区西乡] 1号线(罗宝线)坪洲,5室1厅,14.5 ㎡,￥ 1890                                                        (每月)
176,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,10.2 ㎡,￥ 1630                                                        (每月)
177,福中福花园二期4居室-东卧,[宝安区碧海] 1号线(罗宝线)坪洲,4室1厅,15 ㎡,￥ 1930                                                        (每月)
178,春华四季园二期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,15.1 ㎡,￥ 1690                                                        (每月)
179,春华四季园二期5居室-南卧,[龙华区坂田] 5号线(环中线)五和,5室1厅,15.4 ㎡,￥ 1690                                                        (每月)
180,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,10.7 ㎡,￥ 1690                                                        (每月)
181,城市印象4居室-南卧,[南山区海雅] 11号线后海,4室1厅,12.5 ㎡,￥ 2790                                                        (每月)
182,豪方现代豪园4居室-南卧,[南山区科技园北] 1号线(罗宝线)深大,4室1厅,12.9 ㎡,￥ 3390                                                        (每月)
183,华润城润府一期5居室-南卧,[南山区科技园北] 1号线(罗宝线)高新园,5室1厅,15 ㎡,￥ 2990                                                        (每月)
184,华丽西村4居室-南卧,[罗湖区凤凰] 2号线(蛇口线)黄贝岭,4室1厅,21 ㎡,￥ 2030                                                        (每月)
185,安源居4居室-南卧,[宝安区西乡] 1号线(罗宝线)坪洲,4室1厅,13.2 ㎡,￥ 1530                                                        (每月)
186,万科第五园一期4居室-东卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,12.9 ㎡,￥ 1890                                                        (每月)
187,珠江旭景佳园4居室-东卧,[龙岗区坂田] 5号线(环中线)坂田,4室1厅,12.2 ㎡,￥ 1860                                                        (每月)
188,港铁天颂5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,5室1厅,15.4 ㎡,￥ 2130                                                        (每月)
189,万科四季花城二期4居室-北卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,14.2 ㎡,￥ 2290                                                        (每月)
190,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.7 ㎡,￥ 1690                                                        (每月)
191,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.78 ㎡,￥ 1690                                                        (每月)
192,深业新岸线二期5居室-南卧,[宝安区宝安中心] 1号线(罗宝线)宝体,5室1厅,15.2 ㎡,￥ 2860                                                        (每月)
193,佳兆业城市广场三期4居室-南卧,[龙岗区坂田],4室1厅,8.7 ㎡,￥ 1690                                                        (每月)
194,万科四季花城二期4居室-北卧,[龙岗区坂田] 5号线(环中线)五和,4室1厅,14.2 ㎡,￥ 2260                                                        (每月)
195,中翠花园5居室-南卧,[龙岗区布吉] 3号线(龙岗线)大芬,5室1厅,12 ㎡,￥ 1760                                                        (每月)
196,莲花一村4居室-南卧,[福田区莲花] 3号线(龙岗线)莲花村,4室1厅,13.5 ㎡,￥ 2360                                                        (每月)
197,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,11.4 ㎡,￥ 1560                                                        (每月)
198,领航城领秀花园4居室-南卧,[宝安区西乡] 1号线(罗宝线)固戍,4室1厅,11.4 ㎡,￥ 1590                                                        (每月)
199,美丽家园4居室-东卧,[龙华区龙华中心] 4号线(龙华线)清湖,4室1厅,13.4 ㎡,￥ 1860                                                        (每月)
200,皇庭世纪4居室-西卧,[福田区石厦] 7号线皇岗村,4室1厅,7 ㎡,￥ 2290                                                        (每月)
201,园岭新村4居室-南卧,[福田区园岭] 3号线(龙岗线)红岭,4室1厅,11.1 ㎡,￥ 2060                                                        (每月)
202,幸福海岸二期4居室-南卧,[宝安区宝安中心] 1号线(罗宝线)宝体,4室1厅,10.2 ㎡,￥ 2590                                                        (每月)
203,莱蒙水榭春天二期3居室-南卧,[龙华区深圳北站] 4号线(龙华线)红山,3室1厅,11 ㎡,￥ 1690                                                        (每月)
204,中海日辉台4居室-南卧,[龙岗区深圳北站] 5号线(环中线)坂田,4室1厅,12.4 ㎡,￥ 2290                                                        (每月)
205,翠苑住宅小区4居室-南卧,[罗湖区百仕达] 5号线(环中线)太安,4室1厅,11.5 ㎡,￥ 1960                                                        (每月)
206,港铁天颂5居室-南卧,[龙华区龙华中心] 4号线(龙华线)龙胜,5室1厅,16.2 ㎡,￥ 2390                                                        (每月)
